rank,firstName,lastName,position,team,consensus_pts,source_count,fantasypros_pts,clay_pts,spread_pct,avg_pass_yards,avg_pass_tds,avg_interceptions,avg_rush_yards,avg_rush_tds,avg_receptions,avg_rec_yards,avg_rec_tds,avg_fumbles_lost,fantasypros_date,clay_date
35,James,Cook III,RB,BUF,259.7,2,253.2,266.2,5.0,,,,1408.8,10.5,35.0,293.5,1.9,1.2,2026-06-04,2026-06-04
36,Josh,Jacobs,RB,GB,253.1,2,246.4,259.8,5.3,,,,1200.6,13.0,36.0,284.3,1.6,0.7,2026-06-04,2026-06-04
37,Ashton,Jeanty,RB,LV,250.5,2,251.4,249.6,0.7,,,,1114.9,7.8,62.5,455.8,2.8,0.6,2026-06-04,2026-06-04
38,Saquon,Barkley,RB,PHI,250.0,2,247.1,253.0,2.4,,,,1316.3,8.4,42.3,355.6,2.0,0.5,2026-06-04,2026-06-04
39,Bryce,Young,QB,CAR,247.3,2,242.1,252.6,4.2,3502.6,20.6,13.1,270.9,2.3,,,,1.5,2026-06-04,2026-06-04
40,Chase,Brown,RB,CIN,246.1,2,252.3,239.9,5.0,,,,1035.3,7.6,66.0,443.3,3.5,0.6,2026-06-04,2026-06-04
41,Omarion,Hampton,RB,LAC,245.5,2,236.4,254.6,7.4,,,,1098.7,10.2,53.8,369.4,1.9,0.6,2026-06-04,2026-06-04
42,Breece,Hall,RB,NYJ,243.6,2,235.6,251.6,6.6,,,,1158.4,7.7,49.7,425.4,2.7,0.8,2026-06-04,2026-06-04
43,Geno,Smith,QB,NYJ,240.3,2,233.9,246.6,5.3,3597.3,21.1,14.6,227.9,1.0,,,,1.1,2026-06-04,2026-06-04
44,CeeDee,Lamb,WR,DAL,239.3,2,233.1,245.5,5.2,,,,15.9,0.1,103.5,1370.2,8.2,0.1,2026-06-04,2026-06-04
45,Jeremiyah,Love,RB,ARI,238.4,2,228.4,248.3,8.3,,,,1102.5,7.2,59.2,454.9,2.0,1.1,2026-06-04,2026-06-04
46,Kenneth,Walker III,RB,KC,238.0,2,225.2,250.8,10.8,,,,1192.2,8.5,47.3,366.4,1.4,0.5,2026-06-04,2026-06-04
47,Cameron,Ward,QB,Tennessee Titans,236.2,1,,236.2,0,3754.0,16.0,10.0,200.0,2.0,,,,,2026-06-04,2026-06-04
48,Javonte,Williams,RB,DAL,233.2,2,222.4,244.0,9.3,,,,1214.5,11.0,35.0,199.4,1.6,0.8,2026-06-04,2026-06-04
49,Drake,London,WR,ATL,233.2,2,247.7,218.7,12.4,,,,,,102.5,1298.4,8.8,0.5,2026-06-04,2026-06-04
50,Rashee,Rice,WR,KC,229.9,2,234.6,225.2,4.1,,,,40.6,1.1,98.0,1108.5,9.9,0.3,2026-06-04,2026-06-04
51,Justin,Jefferson,WR,MIN,229.1,2,222.0,236.1,6.2,,,,9.7,0.1,105.7,1341.5,6.8,0.1,2026-06-04,2026-06-04
52,Aaron,Rodgers,QB,PIT,228.2,2,221.0,235.5,6.4,3590.8,20.8,10.6,91.3,0.9,,,,1.4,2026-06-04,2026-06-04
53,Kyren,Williams,RB,LAR,227.9,2,225.6,230.2,2.0,,,,1128.0,10.7,33.1,230.4,2.1,0.8,2026-06-04,2026-06-04
54,Cam,Ward,QB,TEN,227.2,1,227.2,,0,3454.1,19.2,9.7,177.7,2.5,,,,5.4,2026-06-04,2026-06-04
55,Jacoby,Brissett,QB,ARI,224.2,2,236.0,212.4,10.5,3461.8,17.5,9.8,221.8,1.4,,,,2.4,2026-06-04,2026-06-04
56,Cam,Skattebo,RB,NYG,220.6,2,221.4,219.8,0.7,,,,1024.2,7.5,47.4,364.2,2.4,0.8,2026-06-04,2026-06-04
57,Travis,Etienne Jr.,RB,NO,218.4,2,217.1,219.8,1.2,,,,1085.8,5.8,45.4,371.6,2.8,0.5,2026-06-04,2026-06-04
58,A.J.,Brown,WR,NE,213.1,2,219.7,206.5,6.2,,,,,,88.0,1244.0,7.5,0.1,2026-06-04,2026-06-04
59,George,Pickens,WR,DAL,211.0,2,222.4,199.6,10.8,,,,-0.2,,83.5,1184.3,8.6,0.2,2026-06-04,2026-06-04
60,Nico,Collins,WR,HOU,209.9,2,211.9,207.9,1.9,,,,12.2,0.2,85.7,1219.8,7.2,0.4,2026-06-04,2026-06-04
61,Bucky,Irving,RB,TB,206.7,2,208.5,205.0,1.7,,,,1052.5,6.0,40.2,335.0,2.2,0.5,2026-06-04,2026-06-04
62,Chris,Olave,WR,NO,206.4,2,215.6,197.2,8.9,,,,,,92.1,1180.6,7.1,0.1,2026-06-04,2026-06-04
63,Quinshon,Judkins,RB,CLE,205.7,2,201.3,210.0,4.2,,,,1172.8,7.8,31.9,223.2,0.7,0.5,2026-06-04,2026-06-04
64,Zay,Flowers,WR,BAL,204.5,2,208.9,200.0,4.4,,,,57.8,0.3,82.7,1183.4,6.4,0.8,2026-06-04,2026-06-04
65,Trey,McBride,TE,ARI,201.7,2,204.5,198.8,2.8,,,,,,112.7,1071.0,6.4,0.1,2026-06-04,2026-06-04
66,D'Andre,Swift,RB,CHI,201.3,2,207.2,195.4,5.9,,,,1024.6,8.3,31.3,280.9,1.1,0.5,2026-06-04,2026-06-04
67,Garrett,Wilson,WR,NYJ,200.8,2,197.9,203.7,2.9,,,,8.7,,99.5,1147.0,6.1,0.6,2026-06-04,2026-06-04
68,Fernando,Mendoza,QB,LV,198.2,2,193.7,202.7,4.5,2946.8,15.3,11.6,229.1,1.8,,,,1.4,2026-06-04,2026-06-04
69,Davante,Adams,WR,LAR,195.2,2,188.6,201.7,6.7,,,,,,67.9,975.1,10.7,0.1,2026-06-04,2026-06-04
70,DeVonta,Smith,WR,PHI,194.1,2,194.4,193.7,0.4,,,,,,90.1,1133.0,6.0,0.1,2026-06-04,2026-06-04
71,Tetairoa,McMillan,WR,CAR,193.0,2,189.4,196.5,3.7,,,,,,80.5,1158.2,6.3,0.5,2026-06-04,2026-06-04
72,Brock,Bowers,TE,LV,192.2,2,192.4,192.1,0.2,,,,8.0,,95.6,994.3,7.4,0.1,2026-06-04,2026-06-04
73,Bhayshul,Tuten,RB,JAC,189.1,2,189.0,189.2,0.1,,,,976.6,7.9,29.4,219.2,1.6,1.1,2026-06-04,2026-06-04
74,Emeka,Egbuka,WR,TB,187.9,2,191.3,184.5,3.6,,,,11.4,0.1,68.2,1088.6,7.3,0.1,2026-06-04,2026-06-04
75,Tee,Higgins,WR,CIN,187.0,2,194.0,180.0,7.5,,,,,,73.3,974.5,8.8,0.1,2026-06-04,2026-06-04
76,TreVeyon,Henderson,RB,NE,185.3,2,179.6,190.9,6.1,,,,867.2,7.0,40.5,275.6,1.6,0.5,2026-06-04,2026-06-04
77,Chuba,Hubbard,RB,CAR,183.7,2,176.5,190.9,7.8,,,,909.1,5.0,42.0,303.6,2.1,0.8,2026-06-04,2026-06-04
78,Malik,Nabers,WR,NYG,183.5,2,184.8,182.3,1.4,,,,15.3,0.1,74.5,988.4,7.7,0.1,2026-06-04,2026-06-04
79,Terry,McLaurin,WR,WAS,182.7,2,184.5,180.8,2.0,,,,0.2,,77.7,1024.2,7.0,0.1,2026-06-04,2026-06-04
80,Jameson,Williams,WR,DET,182.5,2,183.5,181.4,1.2,,,,43.5,0.9,63.8,1041.2,6.2,0.1,2026-06-04,2026-06-04
81,Rome,Odunze,WR,CHI,181.6,2,182.7,180.5,1.2,,,,1.0,,60.8,1013.4,8.3,0.1,2026-06-04,2026-06-04
82,Jadarian,Price,RB,SEA,180.7,2,179.5,181.8,1.3,,,,930.2,8.0,26.1,222.8,1.1,1.0,2026-06-04,2026-06-04
83,Ladd,McConkey,WR,LAC,177.8,2,176.4,179.2,1.6,,,,,,78.7,1009.6,6.3,0.1,2026-06-04,2026-06-04
84,David,Montgomery,RB,HOU,176.4,2,172.7,180.1,4.2,,,,925.8,7.2,30.1,223.2,0.7,0.5,2026-06-04,2026-06-04
85,Rico,Dowdle,RB,PIT,175.8,2,183.0,168.7,8.1,,,,961.2,5.8,31.3,224.5,1.2,0.5,2026-06-04,2026-06-04
86,Rhamondre,Stevenson,RB,NE,175.5,2,174.4,176.5,1.2,,,,737.7,6.9,37.3,320.4,1.9,1.1,2026-06-04,2026-06-04
87,Tony,Pollard,RB,TEN,174.3,2,172.0,176.6,2.6,,,,1066.0,5.9,30.4,185.8,0.1,1.1,2026-06-04,2026-06-04
88,Jaylen,Waddle,WR,DEN,174.2,2,173.5,174.8,0.7,,,,15.3,,76.5,987.0,6.0,0.1,2026-06-04,2026-06-04
89,DJ,Moore,WR,BUF,174.1,2,174.7,173.6,0.6,,,,47.2,0.3,67.5,908.4,7.2,0.4,2026-06-04,2026-06-04
90,Courtland,Sutton,WR,DEN,173.8,2,175.8,171.8,2.3,,,,,,70.8,911.9,7.9,0.1,2026-06-04,2026-06-04
91,Alec,Pierce,WR,IND,173.5,2,180.6,166.4,8.2,,,,,,65.5,1044.7,6.1,0.1,2026-06-04,2026-06-04
92,Colston,Loveland,TE,CHI,171.2,2,176.7,165.8,6.4,,,,,,80.2,923.5,6.5,0.1,2026-06-04,2026-06-04
93,Luther,Burden III,WR,CHI,169.3,2,172.3,166.3,3.5,,,,45.4,0.1,74.2,955.4,5.3,0.1,2026-06-04,2026-06-04
94,Jaylen,Warren,RB,PIT,169.1,2,174.4,163.8,6.3,,,,801.4,4.6,44.5,319.2,1.4,0.5,2026-06-04,2026-06-04
95,J.K.,Dobbins,RB,DEN,167.0,2,163.4,170.5,4.3,,,,1029.1,6.7,19.3,107.0,0.7,0.3,2026-06-04,2026-06-04
96,Tyler,Warren,TE,IND,163.2,2,164.5,161.9,1.6,,,,7.0,,86.2,879.1,5.3,0.1,2026-06-04,2026-06-04
97,DK,Metcalf,WR,PIT,162.9,2,163.2,162.6,0.4,,,,2.5,0.2,64.0,930.9,6.0,0.1,2026-06-04,2026-06-04
98,Marvin,Harrison Jr.,WR,ARI,162.5,2,165.0,160.1,3.0,,,,,,68.9,953.8,5.5,0.1,2026-06-04,2026-06-04
99,Aaron,Jones Sr.,RB,MIN,161.4,2,155.0,167.9,8.0,,,,730.9,3.7,45.0,332.5,2.0,0.8,2026-06-04,2026-06-04
100,Carnell,Tate,WR,TEN,160.8,2,146.2,175.5,18.2,,,,2.2,,72.0,981.0,4.7,0.7,2026-06-04,2026-06-04
101,Deshaun,Watson,QB,CLE,159.5,2,185.2,133.7,32.3,2357.6,11.3,8.8,238.2,1.5,,,,2.1,2026-06-04,2026-06-04
102,Mike,Evans,WR,SF,159.4,2,161.4,157.4,2.5,,,,,,60.6,915.0,6.3,0.1,2026-06-04,2026-06-04
103,Christian,Watson,WR,GB,158.2,2,158.7,157.8,0.6,,,,12.6,0.1,53.2,865.7,7.3,0.1,2026-06-04,2026-06-04
104,Kyle,Monangai,RB,CHI,156.1,2,153.1,159.0,3.8,,,,831.5,5.8,25.1,211.2,0.8,0.3,2026-06-04,2026-06-04
105,Parker,Washington,WR,JAC,154.3,2,157.8,150.9,4.5,,,,29.7,0.1,63.2,865.8,5.5,0.2,2026-06-04,2026-06-04
106,RJ,Harvey,RB,DEN,153.4,2,160.6,146.2,9.4,,,,468.9,4.5,48.5,359.6,3.4,0.4,2026-06-04,2026-06-04
107,Kyle,Pitts Sr.,TE,ATL,152.4,2,160.6,144.2,10.8,,,,,,80.6,879.0,4.0,0.1,2026-06-04,2026-06-04
108,Sam,LaPorta,TE,DET,151.9,2,156.0,147.8,5.4,,,,,,76.5,817.5,5.3,0.1,2026-06-04,2026-06-04
109,Jordyn,Tyson,WR,NO,150.8,2,146.3,155.2,5.9,,,,2.5,,65.6,905.1,4.8,0.7,2026-06-04,2026-06-04
110,Michael,Pittman Jr.,WR,PIT,150.7,2,147.4,154.0,4.4,,,,,,85.3,816.0,4.5,0.1,2026-06-04,2026-06-04
111,Kenneth,Gainwell,RB,TB,150.5,2,156.3,144.6,7.8,,,,495.6,4.1,54.0,367.0,2.2,0.5,2026-06-04,2026-06-04
112,Dallas,Goedert,TE,PHI,149.7,2,156.0,143.4,8.4,,,,,,69.6,722.0,7.2,0.1,2026-06-04,2026-06-04
113,Jakobi,Meyers,WR,JAC,149.6,2,154.3,144.8,6.4,,,,28.5,0.1,71.2,798.1,5.3,0.4,2026-06-04,2026-06-04
114,Brian,Thomas Jr.,WR,JAC,149.2,2,151.5,146.8,3.2,,,,25.1,0.3,56.2,854.2,5.2,0.1,2026-06-04,2026-06-04
115,Rachaad,White,RB,WAS,148.5,2,145.4,151.7,4.2,,,,602.6,5.2,41.8,265.0,1.7,0.4,2026-06-04,2026-06-04
116,Harold,Fannin Jr.,TE,CLE,148.5,2,153.7,143.3,7.0,,,,10.5,,81.0,819.7,4.3,0.4,2026-06-04,2026-06-04
117,Tua,Tagovailoa,QB,ATL,148.2,2,173.2,123.2,33.7,2490.4,13.6,8.5,46.5,0.1,,,,1.1,2026-06-04,2026-06-04
118,Quentin,Johnston,WR,LAC,145.0,2,149.0,140.9,5.6,,,,10.2,,54.2,776.4,6.7,0.3,2026-06-04,2026-06-04
119,Xavier,Worthy,WR,KC,144.7,2,139.7,149.7,6.9,,,,93.5,0.9,54.6,749.7,4.7,0.1,2026-06-04,2026-06-04
120,Makai,Lemon,WR,PHI,143.4,2,137.5,149.3,8.2,,,,3.5,,60.1,851.6,4.8,0.7,2026-06-04,2026-06-04
121,Travis,Kelce,TE,KC,142.6,2,147.4,137.8,6.7,,,,,,74.9,778.6,4.6,0.1,2026-06-04,2026-06-04
122,Jacory,Croskey-Merritt,RB,WAS,142.5,2,143.0,141.9,0.8,,,,849.3,7.3,12.2,84.5,0.1,0.8,2026-06-04,2026-06-04
123,Matthew,Golden,WR,GB,141.5,2,129.6,153.4,16.8,,,,33.0,0.1,61.2,810.2,4.5,0.2,2026-06-04,2026-06-04
124,Jordan,Addison,WR,MIN,141.3,2,144.2,138.4,4.1,,,,30.1,0.3,57.6,760.7,5.3,0.1,2026-06-04,2026-06-04
125,Romeo,Doubs,WR,NE,140.6,2,139.0,142.3,2.3,,,,,,58.9,755.0,6.0,0.1,2026-06-04,2026-06-04
126,Wan'Dale,Robinson,WR,TEN,139.6,2,143.9,135.2,6.2,,,,18.1,0.1,81.5,820.2,2.5,0.1,2026-06-04,2026-06-04
127,Tucker,Kraft,TE,GB,139.3,2,148.5,130.0,13.3,,,,4.0,,61.8,752.0,5.5,0.1,2026-06-04,2026-06-04
128,Blake,Corum,RB,LAR,138.8,2,131.9,145.7,9.9,,,,786.6,6.7,14.2,96.5,0.7,0.3,2026-06-04,2026-06-04
129,Mark,Andrews,TE,BAL,138.8,2,135.4,142.3,5.0,,,,17.5,0.5,57.5,603.5,7.5,0.1,2026-06-04,2026-06-04
130,Jayden,Reed,WR,GB,138.4,2,141.8,135.0,4.9,,,,80.7,0.1,62.1,729.9,4.3,0.2,2026-06-04,2026-06-04
131,Ricky,Pearsall,WR,SF,138.0,2,136.5,139.4,2.1,,,,22.6,0.1,60.1,834.2,3.7,0.1,2026-06-04,2026-06-04
132,Michael,Wilson,WR,ARI,137.0,2,141.0,132.9,5.9,,,,0.5,,66.8,809.4,3.8,0.1,2026-06-04,2026-06-04
133,Chris,Godwin Jr.,WR,TB,136.3,2,142.3,130.3,8.8,,,,0.2,,63.8,737.8,5.2,0.1,2026-06-04,2026-06-04
134,Khalil,Shakir,WR,BUF,136.3,2,135.8,136.7,0.7,,,,10.2,0.1,71.2,752.2,4.2,0.4,2026-06-04,2026-06-04
135,Isaiah,Likely,TE,NYG,133.9,2,143.4,124.4,14.2,,,,,,65.2,738.1,4.8,0.7,2026-06-04,2026-06-04
136,Jake,Ferguson,TE,DAL,133.8,2,135.0,132.5,1.9,,,,,,74.1,609.0,6.2,0.7,2026-06-04,2026-06-04
137,Josh,Downs,WR,IND,131.8,2,134.8,128.9,4.5,,,,8.7,,76.4,716.6,3.6,0.4,2026-06-04,2026-06-04
138,Dalton,Kincaid,TE,BUF,129.8,2,136.3,123.2,10.1,,,,,,59.0,713.4,4.8,0.1,2026-06-04,2026-06-04
139,George,Kittle,TE,SF,129.2,2,147.2,111.1,28.0,,,,,,61.4,682.5,5.0,0.1,2026-06-04,2026-06-04
140,Jordan,Mason,RB,MIN,127.4,2,135.1,119.7,12.1,,,,787.6,5.6,14.3,82.8,0.1,0.5,2026-06-04,2026-06-04
141,Calvin,Ridley,WR,TEN,127.4,2,126.2,128.6,1.9,,,,30.0,0.3,48.8,776.8,3.5,0.1,2026-06-04,2026-06-04
142,Hunter,Henry,TE,NE,124.6,2,128.4,120.8,6.1,,,,,,56.5,646.5,5.3,0.1,2026-06-04,2026-06-04
143,Tyjae,Spears,RB,TEN,124.2,2,119.0,129.4,8.4,,,,399.0,3.2,49.4,326.9,1.4,0.3,2026-06-04,2026-06-04
144,KC,Concepcion,WR,CLE,123.2,2,117.4,129.0,9.4,,,,28.7,0.1,58.3,738.8,3.0,0.7,2026-06-04,2026-06-04
145,Kenyon,Sadiq,TE,NYJ,122.9,2,119.2,126.6,6.0,,,,,,62.0,650.4,4.6,0.3,2026-06-04,2026-06-04
146,John,Metchie III,WR,CAR,121.5,1,121.5,,0,,,,-4.0,,64.0,599.0,5.0,,2026-06-04,2026-06-04
147,Theo,Wease Jr.,WR,MIA,121.2,1,121.2,,0,,,,8.0,,48.0,684.0,5.0,1.0,2026-06-04,2026-06-04
148,Brenton,Strange,TE,JAC,121.1,2,129.0,113.3,13.0,,,,,,61.8,649.5,4.2,0.1,2026-06-04,2026-06-04
149,Zach,Charbonnet,RB,SEA,120.7,2,119.5,121.9,2.0,,,,542.0,7.0,20.1,148.7,0.1,0.3,2026-06-04,2026-06-04
150,Isiah,Pacheco,RB,DET,120.0,2,116.2,123.8,6.3,,,,663.1,4.5,19.3,124.3,0.9,0.4,2026-06-04,2026-06-04
151,Rashid,Shaheed,WR,SEA,119.9,2,121.0,118.8,1.8,,,,87.9,0.7,44.5,672.0,3.1,0.4,2026-06-04,2026-06-04
152,Juwan,Johnson,TE,NO,119.7,2,126.3,113.2,10.9,,,,,,64.8,694.2,3.2,0.7,2026-06-04,2026-06-04
153,Jalen,Coker,WR,CAR,118.8,2,119.9,117.7,1.9,,,,,,59.0,688.2,3.5,0.4,2026-06-04,2026-06-04
154,Jerry,Jeudy,WR,CLE,116.3,2,118.2,114.3,3.4,,,,1.0,,52.9,727.3,3.0,0.3,2026-06-04,2026-06-04
155,Omar,Cooper Jr.,WR,NYJ,116.0,2,113.2,118.7,4.7,,,,12.2,0.1,53.7,654.8,3.9,0.7,2026-06-04,2026-06-04
156,T.J.,Hockenson,TE,MIN,115.8,2,110.6,120.9,8.9,,,,,,71.9,608.0,3.2,0.1,2026-06-04,2026-06-04
157,Jonathon,Brooks,RB,CAR,115.6,2,114.4,116.9,2.2,,,,583.0,3.2,25.6,200.4,1.1,0.7,2026-06-04,2026-06-04
158,Woody,Marks,RB,HOU,115.5,2,116.9,114.0,2.5,,,,574.8,3.0,23.3,195.3,1.6,0.4,2026-06-04,2026-06-04
159,Tre,Tucker,WR,LV,115.4,2,117.5,113.4,3.6,,,,55.5,0.1,49.0,644.8,3.4,0.1,2026-06-04,2026-06-04
160,Jayden,Higgins,WR,HOU,112.8,2,113.4,112.2,1.1,,,,,,52.1,638.1,3.9,0.1,2026-06-04,2026-06-04
161,Jalen,McMillan,WR,TB,111.2,2,113.4,109.1,3.9,,,,25.9,0.1,46.8,599.4,4.2,0.1,2026-06-04,2026-06-04
162,Dalton,Schultz,TE,HOU,110.0,2,116.4,103.6,11.6,,,,,,62.9,589.3,3.3,0.1,2026-06-04,2026-06-04
163,Denzel,Boston,WR,CLE,109.5,2,105.5,113.6,7.4,,,,2.5,,52.7,657.4,3.0,0.4,2026-06-04,2026-06-04
164,Rashod,Bateman,WR,BAL,109.4,2,114.2,104.5,8.9,,,,,,38.2,604.7,5.0,0.1,2026-06-04,2026-06-04
165,Pat,Freiermuth,TE,PIT,106.7,2,105.3,108.1,2.6,,,,,,56.5,579.7,3.5,0.1,2026-06-04,2026-06-04
166,Alvin,Kamara,RB,NO,106.6,2,106.4,106.8,0.4,,,,481.1,2.1,35.1,232.2,0.9,0.3,2026-06-04,2026-06-04
167,Tank,Dell,WR,HOU,102.0,2,116.2,87.7,28.0,,,,46.9,0.1,44.0,547.9,3.4,0.1,2026-06-04,2026-06-04
168,Jalen,Nailor,WR,LV,100.0,2,104.5,95.5,9.0,,,,9.8,,41.5,562.7,3.7,0.1,2026-06-04,2026-06-04
169,Jauan,Jennings,WR,MIN,99.7,2,109.8,89.6,20.3,,,,,,47.4,521.2,4.1,0.3,2026-06-04,2026-06-04
170,Terrance,Ferguson,TE,LAR,99.5,2,94.7,104.4,9.7,,,,,,38.1,520.8,4.8,0.1,2026-06-04,2026-06-04
171,Michael,Penix Jr.,QB,ATL,99.4,2,78.8,120.1,41.5,1565.5,7.8,4.3,62.2,0.8,,,,0.5,2026-06-04,2026-06-04
172,Chig,Okonkwo,TE,WAS,99.2,1,99.2,,0,,,,,,52.4,575.9,2.6,0.1,2026-06-04,2026-06-04
173,Germie,Bernard,WR,PIT,99.0,2,95.9,102.1,6.3,,,,11.4,,45.8,574.4,3.0,0.4,2026-06-04,2026-06-04
174,Antonio,Williams,WR,WAS,98.4,2,103.9,92.9,11.2,,,,20.4,0.1,42.7,561.0,3.3,0.6,2026-06-04,2026-06-04
175,Oronde,Gadsden II,TE,LAC,98.2,2,101.3,95.0,6.4,,,,,,46.1,536.1,3.7,0.3,2026-06-04,2026-06-04
176,Justice,Hill,RB,BAL,96.7,2,98.6,94.7,4.0,,,,248.2,1.6,36.9,326.0,1.9,0.1,2026-06-04,2026-06-04
177,Greg,Dulcich,TE,MIA,96.3,2,101.8,90.7,11.5,,,,,,51.2,574.4,2.4,0.6,2026-06-04,2026-06-04
178,Cade,Otton,TE,TB,95.6,2,107.2,84.0,24.3,,,,,,52.8,536.8,2.6,0.1,2026-06-04,2026-06-04
179,AJ,Barner,TE,SEA,95.5,2,99.6,91.5,8.5,,,,9.0,,45.5,442.1,4.7,0.1,2026-06-04,2026-06-04
180,Chigoziem,Okonkwo,TE,Washington Commanders,94.5,1,,94.5,0,,,,,,54.0,555.0,2.0,,2026-06-04,2026-06-04
181,Cooper,Kupp,WR,SEA,92.7,2,101.2,84.1,18.5,,,,0.8,,42.7,527.4,3.2,0.3,2026-06-04,2026-06-04
182,Chris,Bell,WR,MIA,92.0,2,91.9,92.2,0.3,,,,,,44.1,581.8,2.0,0.2,2026-06-04,2026-06-04
183,Gunnar,Helm,TE,TEN,91.3,2,86.3,96.4,11.1,,,,,,54.0,459.7,3.1,0.1,2026-06-04,2026-06-04
184,Travis,Hunter,WR,JAC,90.4,2,91.1,89.7,1.5,,,,10.9,0.1,41.8,496.1,3.1,0.2,2026-06-04,2026-06-04
185,Mike,Gesicki,TE,CIN,90.4,2,91.6,89.3,2.5,,,,,,42.3,429.9,4.4,0.1,2026-06-04,2026-06-04
186,Brian,Robinson Jr.,RB,ATL,89.8,2,89.2,90.4,1.3,,,,562.0,4.2,8.0,51.1,0.1,0.3,2026-06-04,2026-06-04
187,Samaje,Perine,RB,CIN,89.6,2,87.6,91.7,4.6,,,,443.1,3.4,18.4,137.1,0.7,0.9,2026-06-04,2026-06-04
188,Caleb,Douglas,WR,MIA,88.4,2,84.6,92.2,8.6,,,,2.8,,41.8,544.4,2.2,0.3,2026-06-04,2026-06-04
189,Bub,Means,WR,NO,87.4,1,87.4,,0,,,,7.0,,38.0,517.0,3.0,1.0,2026-06-04,2026-06-04
190,Tyrone,Tracy Jr.,RB,NYG,87.3,2,101.1,73.4,31.7,,,,465.8,1.6,20.0,149.9,1.1,0.4,2026-06-04,2026-06-04
191,Darnell,Mooney,WR,NYG,85.5,2,89.0,82.0,8.2,,,,9.0,,34.2,501.6,2.9,0.1,2026-06-04,2026-06-04
192,AJ,Dillon,RB,CAR,85.3,1,85.3,,0,,,,501.0,3.0,16.0,132.0,1.0,5.0,2026-06-04,2026-06-04
193,Evan,Engram,TE,DEN,84.8,2,87.9,81.8,7.2,,,,,,49.4,464.6,2.3,0.1,2026-06-04,2026-06-04
194,Braelon,Allen,RB,NYJ,83.3,2,85.1,81.4,4.4,,,,423.5,4.2,12.9,91.6,0.3,0.8,2026-06-04,2026-06-04
195,Tyler,Allgeier,RB,ARI,82.7,2,87.3,78.1,11.1,,,,406.3,3.6,17.5,117.2,0.1,0.3,2026-06-04,2026-06-04
196,Shedeur,Sanders,QB,CLE,80.1,2,55.5,104.8,61.5,1251.0,5.5,4.7,93.5,0.7,,,,0.3,2026-06-04,2026-06-04
197,Jack,Bech,WR,LV,79.9,2,79.0,80.8,2.3,,,,,,41.2,483.0,1.9,0.2,2026-06-04,2026-06-04
198,Dylan,Sampson,RB,CLE,79.5,2,88.8,70.3,23.3,,,,242.6,1.2,31.9,237.3,1.6,0.6,2026-06-04,2026-06-04
199,Nick,Westbrook-Ikhine,WR,IND,78.1,2,77.8,78.3,0.6,,,,,,34.1,432.9,3.0,0.1,2026-06-04,2026-06-04
200,Chris,Rodriguez Jr.,RB,JAC,77.9,2,89.9,66.0,30.7,,,,491.4,4.1,3.5,27.4,0.1,0.3,2026-06-04,2026-06-04
201,Ty,Johnson,RB,BUF,77.4,2,83.2,71.7,14.8,,,,220.6,2.0,22.4,224.8,1.6,0.1,2026-06-04,2026-06-04
202,Malik,Washington,WR,MIA,77.0,2,81.9,72.0,12.9,,,,77.7,0.3,40.0,382.6,1.6,0.4,2026-06-04,2026-06-04
203,Darius,Slayton,WR,NYG,76.4,2,81.2,71.5,12.7,,,,10.3,,33.2,474.4,2.0,0.3,2026-06-04,2026-06-04
204,Ja'Kobi,Lane,WR,BAL,75.7,2,81.2,70.3,14.4,,,,4.2,,28.2,426.1,3.2,0.3,2026-06-04,2026-06-04
205,David,Njoku,TE,LAC,75.7,2,83.1,68.2,19.7,,,,,,35.1,353.9,3.8,0.1,2026-06-04,2026-06-04
206,Ryan,Flournoy,WR,DAL,73.7,2,72.7,74.7,2.7,,,,12.2,0.1,34.0,384.8,2.9,0.2,2026-06-04,2026-06-04
207,Christian,Kirk,WR,SF,72.8,2,87.0,58.6,39.0,,,,,,32.5,413.6,2.5,0.1,2026-06-04,2026-06-04
208,Tyquan,Thornton,WR,KC,72.6,2,79.4,65.8,18.7,,,,,,24.7,411.4,3.2,0.1,2026-06-04,2026-06-04
209,Kimani,Vidal,RB,LAC,72.5,2,71.6,73.4,2.5,,,,342.2,2.6,12.9,106.8,0.9,0.1,2026-06-04,2026-06-04
210,Tre',Harris,WR,LAC,72.2,1,72.2,,0,,,,,,34.5,407.7,2.5,0.4,2026-06-04,2026-06-04
211,Dyami,Brown,WR,WAS,71.3,2,70.0,72.5,3.5,,,,,,29.9,394.8,2.9,0.1,2026-06-04,2026-06-04
212,Jordan,James,RB,SF,71.0,2,85.5,56.4,41.0,,,,378.0,2.6,12.1,106.0,0.3,0.6,2026-06-04,2026-06-04
213,Kayshon,Boutte,WR,NE,70.5,2,85.1,55.9,41.4,,,,,,27.1,390.5,3.0,0.1,2026-06-04,2026-06-04
214,Tre,Harris,WR,Los Angeles Chargers,70.3,1,,70.3,0,,,,,,35.0,408.0,2.0,,2026-06-04,2026-06-04
215,Andrei,Iosivas,WR,CIN,68.8,2,73.2,64.3,12.9,,,,11.1,,29.1,355.3,3.0,0.1,2026-06-04,2026-06-04
216,Jahan,Dotson,WR,ATL,68.4,2,68.4,68.3,0.1,,,,,,31.9,402.9,2.0,0.1,2026-06-04,2026-06-04
217,Colby,Parkinson,TE,LAR,66.7,2,78.5,54.9,35.4,,,,,,29.2,307.6,3.6,0.3,2026-06-04,2026-06-04
